"mouse_ID","Group","Sex","ctrl_injection_site","# Marbles Buried","Digging Duration","Grooming Duration","Rearing Duration","Thigmotaxis Duration (Phase1)","Thigmotaxis Duration (Phase2)","Thigmotaxis Duration (Phase3)","Thigmotaxis Duration (Phase4)","Avg Speed (Phase1)","Avg Speed (Phase2)","Avg Speed (Phase3)","Avg Speed (Phase4)","Distance Moved","Head Dip Count","Open Arm Entrance Count","Open Arm Duration","Total Licks","Sucrose Preference Ratio (Whole 2hrs)","First 30 min. Sucr. / Total Sucr.","Last 30 min. Sucr. / Total Sucr.","First 30 min. Water / Total Water","Last 30 min. Water / Total Water","First 30 min. Liquid / Total Liquid","Last 30 min. Liquid / Total Liquid","Sucr. Pref. Ratio (First 30 Mins.)","Sucr. Pref. Ratio (Last 30 Mins.)","Preference Change Index","Time to 50% Sucr. Lick","Time to 50% Water Lick","Norm. Food Consumption","Avg. Inter-Feeding Interval","Latency to First Feeding","Consumption Rate","Ratio of Early Feeding","Ratio of Late Feeding","Satiety Index","Time to 50% Feeding","Coeff. Var: Inter-Feeding Interval","Fear Cond.: Last Session Frz.","Context Recall: 1st Half Frz.","Context Recall: 2nd Half Frz.","Context Recall: dFrz. (1st Half - 2nd Half)","Context Recall: Frz. (Whole Session)","CS Recall: Pre-Onset Frz.","CS Recall: Frz. (First 2 Sessions)","CS Recall: Frz. (Last 2 Sessions)","CS Recall: First - Last","Active Coping Duration","Temporal AUC: Active Coping","Inactive Duration (Day1)","Inactive Duration (Day2)","Delta Inactive Duration (Day2 - Day1)","Temporal AUC: Inactive (Day1)","Temporal AUC: Inactive (Day2)"
"m56","HPC_1","M",,7,0.143,0.0871,0.1452,212.5,185.266666666667,177.066666666667,107.066666666667,2.76207505766119,1.95237650800781,2.11328633886601,1.65303718755294,17721.64028,3,9,35.6101,302,0.625827814569536,0.19047619047619,0.248677248677249,0.300884955752212,0.168141592920354,0.231788079470199,0.218543046357616,0.514285714285714,0.712121212121212,-0.161313095658313,4175.531,2787.8629,0.653846153846154,401.3125,232,0.141666666666667,3,5,-0.25,4416,1.05756854194066,0.0395,0.0725,0.2602,-0.1877,0.3327,0.014,0.1414,0.2203,-0.0789,0.2102,-5881.4422,0.4387,0.2289,-0.2098,4428.0512,-13732.2276
"m57","BG_1","M",,2,0.0584,0.1031,0.1583,305.733333333333,226.666666666667,219.2,87.6333333333333,2.29483011041073,1.68830943793709,2.09881620153369,1.29030029351235,12699.86108,4,10,43.3607,1097,0.964448495897903,0.238185255198488,0.290170132325142,0.846153846153846,0,0.259799453053783,0.279854147675479,0.884210526315789,1,-0.061452513966481,3924.8983,485.1118,1.02766798418972,224.32,128,0.216666666666667,10,1,0.818181818181818,1910,1.20991036358416,0,0.0325,0.0363,-0.0038,0.0688,0.0038,0.267,0.0878,0.1792,0.3677,1663.2971,0.2332,0.3854,0.1522,6386.2801,5250.2692
"m58","MI_1","M",,10,0.1604,0.0792,0.17,279.6,193.766666666667,306.166666666667,245.566666666667,2.62395414530253,2.11424717706079,2.1601907534533,1.94137491147548,17070.66648,4,3,17.258,328,0.704268292682927,0.16017316017316,0.264069264069264,0.577319587628866,0,0.283536585365854,0.185975609756098,0.397849462365591,1,-0.430769230769231,4044.5864,1472.7453,0.627177700348432,391.529411764706,258,0.15,7,1,0.75,2123,1.16238584220652,0.2726,0.4453,0.4008,0.0445,0.8461,0.0324,0.39,0.2818,0.1082,0.2928,-2638.029,0.5778,0.5406,-0.0372,4845.4352,2361.7328
"m59","BSLT_1","F",,12,0.1516,0.0714,0.1327,247.766666666667,180.2,198.266666666667,180.366666666667,3.94997214314425,2.8552406870761,2.62138844649238,2.18465309444469,21221.76725,15,11,87.8253,370,0.921621621621622,0.196480938416422,0.272727272727273,0.724137931034483,0.241379310344828,0.237837837837838,0.27027027027027,0.761363636363636,0.93,-0.099704380542865,3325.3438,929.6786,0.996677740863787,216.931034482759,176,0.25,14,7,0.333333333333333,2423,1.25117104477944,0.3957,0.289,0.3216,-0.0326,0.6106,0.0036,0.3044,0.2739,0.0305,0.2881,-292.0203,0.5182,0.6978,0.1796,7182.0276,3604.7677
"m60","CTRL_1","F","MI_1",14,0.2105,0.1155,0.1557,260.033333333333,333.133333333333,237.433333333333,220.433333333333,2.02352665994736,1.84984373134778,1.73267122041668,2.28701588844744,13713.16762,9,8,89.5316,295,0.806779661016949,0.420168067226891,0.369747899159664,0.859649122807018,0.087719298245614,0.505084745762712,0.315254237288136,0.671140939597315,0.946236559139785,-0.170087453150098,2778.7263,247.8169,"NaN",147.511627906977,159,0.366666666666667,15,8,0.304347826086957,4146,2.32509753793275,0.2926,0.4441,0.3768,0.0673,0.8209,0.1665,0.3777,0.5367,-0.159,0.2852,-3236.7179,0.6039,0.7132,0.1093,3586.46,1629.9602
"m61","CTRL_1","F","BSLT_1",4,0.0911,0.1573,0.1397,188.2,217.5,211.133333333333,170.3,3.11147784911081,3.08261740625272,3.11229968275151,2.84943646687026,18315.52702,39,10,201.0327,485,0.948453608247423,0.030434782608696,0.745652173913044,0.84,0,0.072164948453608,0.707216494845361,0.4,1,-0.428571428571429,5911.7168,1456.2631,0.324324324324324,1127.8,2,0.05,4,1,0.6,812,1.2645675043209,0.2648,0.3617,0.3927,-0.031,0.7544,0.0246,0.3186,0.7893,-0.4707,0.3223,-1594.5875,0.5603,0.585,0.0247,4415.2721,2370.1726
"m62","HPC_2","F",,9,0.1738,0.1262,0.1046,263.8,207.133333333333,166.6,135.3,2.46186142568966,2.01300398893076,2.62002161681712,2.15770047471367,21965.9534433197,13,15,100.3258,476,0.821428571428571,0.222506393861893,0.268542199488491,0.6,0.047058823529412,0.289915966386555,0.228991596638655,0.630434782608696,0.963302752293578,-0.208859967463396,3744.7161,1207.4644,1.72043010752688,215.193548387097,430,0.266666666666667,12,7,0.263157894736842,2577,1.64186117546763,0.4943,0.0703,0.3141,-0.2438,0.3844,0.0033,0.4696,0.4448,0.0248,0.3341,-5378.0137,0.6135,0.7809,0.1674,3945.0124,1081.9196
"m63","BG_2","F",,0,0.0289,0.055,0.1585,364.033333333333,404.6,275.766666666667,457.7,8.37850797677154,8.9997375307119,7.84066269600192,8.68930753224914,14232.4487277421,63,12,307.4491,25,0,"NaN","NaN",0.76,0.32,0.76,0.32,0,0,"NaN","NaN",741.0464,2.57281553398058,127.25,0,0.441666666666667,17,32,-0.306122448979592,5517,3.20300883147796,0.0247,0.0146,0.0202,-0.0056,0.0348,0.0036,0.0865,0.0295,0.057,0.416,-1582.6363,0.0867,0.0753,-0.0114,10290.4649,8820.1634
"m64","MI_2","F",,13,0.2306,0.0676,0.0955,253.666666666667,186.866666666667,167.033333333333,249.766666666667,2.34742776028213,1.58901434076102,1.71171402484588,1.48119027496114,19214.987035128,4,8,47.6088,161,0.472049689440994,0.184210526315789,0.526315789473684,0.188235294117647,0.317647058823529,0.186335403726708,0.416149068322981,0.466666666666667,0.597014925373134,-0.122544434050514,3638.2997,2549.3778,0.748663101604278,350,1253,0.116666666666667,5,2,0.428571428571429,2089,1.07781651285093,0.1695,0.1147,0.1398,-0.0251,0.2545,0.0507,0.4476,0.2699,0.1777,0.2294,-1042.7124,0.6508,0.5323,-0.1185,4153.1176,2574.3754
"m65","HPC_2","F",,15,0.2092,0.0796,0.1219,297.933333333333,258.766666666667,222.633333333333,133.1,2.51503103456039,1.65142322554943,1.84641260728827,1.19176760628603,21402.0077113004,13,12,117.259,217,0.566820276497696,0.186991869918699,0.333333333333333,0.574468085106383,0.042553191489362,0.354838709677419,0.207373271889401,0.298701298701299,0.911111111111111,-0.506202290076336,3407.3888,1436.1422,1.8,184.085714285714,141,0.3,11,17,-0.214285714285714,3259,2.27046667820551,0.4304,0.1032,0.1134,-0.0102,0.2166,0.0545,0.6256,0.3857,0.2399,0.3291,-1568.0913,0.5366,0.6828,0.1462,4439.673,2174.782
"m66","MI_2","M",,3,0.135,0.0693,0.1124,272.8,127.666666666667,225.166666666667,210.266666666667,2.05162485920621,1.4645952768189,1.64252907642738,1.21539011311038,19430.8068612561,6,8,70.0773,154,0.733766233766234,0.946902654867257,0.097345132743363,0.829268292682927,0.219512195121951,0.915584415584416,0.12987012987013,0.75886524822695,0.55,0.159577350311569,584.1365,459.384,0.315789473684211,671,380,0.05,3,0,1,1193,0.915661190451792,0.2412,0.1251,0.3616,-0.2365,0.4867,0.0414,0.6586,0.8513,-0.1927,0.2753,-3655.7162,0.5048,0.6828,0.178,5653.3352,1590.2411
"m67","HPC_2","M",,8,0.134,0.0521,0.1602,278.5,243.1,169.966666666667,156.533333333333,2.63146656682647,1.97556142389758,2.14976782128699,1.55719245042721,14241.5888371997,9,8,164.1556,180,0.161111111111111,0.793103448275862,0.241379310344828,0.993377483443709,0.04635761589404,0.961111111111111,0.077777777777778,0.132947976878613,0.5,-0.579908675799087,884.566,1035.2,1.81818181818182,146.560975609756,0,0.35,21,7,0.5,924,3.16093589357782,0.129,0.0357,0.0473,-0.0116,0.083,0.0037,0.0693,0.0865,-0.0172,0.3179,-2469.9087,0.6453,0.7811,0.1358,1548.3428,1003.1976
"m68","HPC_2","M",,6,0.1294,0.0595,0.156,277.033333333333,241.4,238.366666666667,221.066666666667,3.81681387362483,2.61524972595208,2.86845597229294,2.1316276049981,22217.7516473619,11,8,83.6503,358,0.55586592178771,0.49748743718593,0.005025125628141,0.767295597484277,0,0.61731843575419,0.002793296089385,0.447963800904977,1,-0.38125,1800.9243,656.0932,1.10169491525424,207.92,681,0.216666666666667,7,3,0.4,2713,1.50691797034999,0.0426,0.0743,0.1232,-0.0489,0.1975,0.0081,0.1537,0.0783,0.0754,0.3325,-4305.7706,0.6122,0.5815,-0.0307,3395.6545,2504.489
"m69","BG_2","M",,2,0.0618,0.049,0.2081,432.7,99.2666666666667,63.0333333333333,109.466666666667,9.04751541636904,6.6707160478816,6.7865440667248,5.24109935866007,11689.9160508487,60,12,336.5708,321,0.660436137071651,0.207547169811321,0.471698113207547,0.137614678899083,0.256880733944954,0.183800623052959,0.398753894080997,0.745762711864407,0.78125,-0.023239680887964,4597.4221,3982.6393,2.51908396946565,95.3384615384615,0,0.55,26,2,0.857142857142857,2289,1.59509518404012,0.0001,0.0078,0.0477,-0.0399,0.0555,0.0034,0.0369,0.0077,0.0292,0.3364,-2051.8564,0.1424,0.1967,0.0543,11293.2299,10317.0751
"m70","CTX_2","M",,9,0.1075,0.0552,0.155,262.533333333333,179.5,200,152.033333333333,3.42100262495414,2.35430082266205,2.15913314398833,1.65999648061488,20417.2918931906,4,9,75.9084,205,0.458536585365854,0.24468085106383,0.085106382978723,0.144144144144144,0.081081081081081,0.190243902439024,0.082926829268293,0.58974358974359,0.470588235294118,0.112375533428165,2073.0106,2759.3566,0.452488687782805,421.333333333333,2574,0.083333333333333,0,2,-1,2830,1.32699151715099,0.2518,0.2279,0.241,-0.0131,0.4689,0.0244,0.557,0.3891,0.1679,0.1987,-8463.7907,0.6862,0.7287,0.0425,3311.0593,747.058
"m71","BG_2","M",,0,0.0498,0.0397,0.2019,296.666666666667,310.733333333333,290.766666666667,306.666666666667,9.78192430910017,5.77199458485609,6.73814202856109,5.6133388791651,23109.7843015661,28,20,145.8506,473,0.640591966173362,0.353135313531353,0.145214521452145,0.647058823529412,0.058823529411765,0.45877378435518,0.114164904862579,0.493087557603687,0.814814814814815,-0.245987211274958,3867.2061,1097.5126,0.883534136546185,340.761904761905,0,0.183333333333333,21,1,0.909090909090909,758,3.73045430877304,0,0.0343,0.1066,-0.0723,0.1409,0.0062,0.0331,0.028,0.0051,0.3446,-1969.0028,0.0506,0.0589,0.0083,5012.9893,9600.2055
"m72","BSLT_2","M",,10,0.1139,0.0818,0.1445,364.766666666667,194.866666666667,223.933333333333,155.566666666667,2.25167085004336,2.16648188530613,2.10609273864427,1.66473750962084,9810.31189064413,1,5,22.3526,580,0.432758620689655,0.091633466135458,0.820717131474104,0.753799392097264,0.024316109422492,0.467241379310345,0.368965517241379,0.084870848708487,0.962616822429907,-0.837953512872852,5912.8815,927.6254,2.28971962616822,145.145833333333,27,0.408333333333333,25,9,0.470588235294118,1766,2.01822733433975,0.3479,0.442,0.7053,-0.2633,1.1473,0.0034,0.6386,0.2527,0.3859,0.2804,-3218.0079,0.6872,0.7993,0.1121,3103.1087,1911.5888
"m73","CTX_2","M",,4,0.1048,0.1416,0.1262,201.866666666667,201.433333333333,267.566666666667,133.466666666667,2.51744714724739,1.57349004178414,1.65807665500723,1.12692283815086,20064.5139107484,2,2,12.0702,127,0.574803149606299,0.397260273972603,0.232876712328767,0.666666666666667,0,0.511811023622047,0.133858267716535,0.446153846153846,1,-0.382978723404255,2724.2521,1548.2099,0.852017937219731,281.722222222222,1368,0.158333333333333,2,5,-0.428571428571429,3940,1.04109161863666,0.2846,0.509,0.1763,0.3327,0.6853,0.0088,0.4237,0.5596,-0.1359,0.4135,-56.3786,0.6904,0.7388,0.0484,3370.8937,1091.4332
"m74","MI_2","F",,10,0.1818,0.0645,0.1463,172.966666666667,135.533333333333,182.433333333333,117.833333333333,2.75231172984017,2.46457246288911,2.19118642103211,1.57638760347626,15473.6637806183,2,3,15.1204,246,0.646341463414634,0.270440251572327,0.094339622641509,0.333333333333333,0.275862068965517,0.292682926829268,0.158536585365854,0.597222222222222,0.384615384615385,0.216539717083787,3036.7347,3729.8956,0.276679841897233,936.333333333333,872,0.058333333333333,1,1,0,2177,1.11056534296565,0.4175,0.3777,0.2395,0.1382,0.6172,0.0119,0.4579,0.2248,0.2331,0.2644,-2229.3399,0.4532,0.4407,-0.0125,5895.1114,3131.0098
"m75","CTX_2","F",,15,0.2143,0.0818,0.141,270.866666666667,260.633333333333,299.133333333333,246.066666666667,3.14227323064091,2.30329832559433,2.61807766752023,1.807181528603,21239.7775222023,4,7,50.6541,197,0.604060913705584,0.495798319327731,0.092436974789916,0.538461538461538,0,0.512690355329949,0.055837563451777,0.584158415841584,1,-0.2625,2237.4537,1746.7327,0,"NaN","NaN",0,0,1,"NaN",0,1.11056534296565,0.3075,0.2735,0.4244,-0.1509,0.6979,0.0476,0.6137,0.4439,0.1698,0.2259,-9835.9224,0.5269,0.5252,-0.0017,5614.3155,-324.7227
"m76","MI_2","F",,14,0.2142,0.0698,0.1049,181.933333333333,139.266666666667,155.5,226.633333333333,2.88759154792369,2.3331878473403,2.35274341614494,1.76470120128306,18985.1651310376,4,7,55.0994,238,0.605042016806723,0.4375,0.347222222222222,0.680851063829787,0.085106382978723,0.533613445378151,0.243697478991597,0.496062992125984,0.862068965517241,-0.269492203118752,2363.4897,1012.5172,0.876288659793815,386.875,158,0.141666666666667,10,2,0.666666666666667,1723,1.27359189449238,0.3188,0.1251,0.2749,-0.1498,0.4,0.0107,0.5818,0.3933,0.1885,0.2668,-185.4609,0.571,0.6585,0.0875,5078.3206,2381.2798
"m77","CTRL_2","F","HPC_2",5,0.1216,0.0561,0.1276,202.9,203.366666666667,219.066666666667,238.733333333333,3.52182518226645,2.93075265829929,3.22910092096713,3.57915984397281,15326.5521635373,11,14,112.612,334,0.856287425149701,0.27972027972028,0.325174825174825,1,0,0.383233532934132,0.278443113772455,0.625,1,-0.230769230769231,3754.6079,827.5545,0.564102564102564,493.7,627,0.091666666666667,2,1,0.333333333333333,2428,0.876755330777387,0.1057,0.0693,0.1345,-0.0652,0.2038,0.0036,0.3984,0.0865,0.3119,0.222,-7195.8142,0.5069,0.5089,0.002,5126.8332,375.1798
"m78","BG_1","F",,1,0.0758,0.0739,0.1526,207.7,188.166666666667,240.733333333333,141.266666666667,3.36680388656809,2.67860672216346,3.10176984994219,2.58766321163818,20160.2778934796,12,8,87.5314,103,0.456310679611651,0.425531914893617,0.25531914893617,0.714285714285714,0.196428571428571,0.58252427184466,0.223300970873786,0.333333333333333,0.521739130434783,-0.220338983050847,2049.2136,695.7949,2.65536723163842,140.173913043478,0,0.391666666666667,21,11,0.3125,2049,1.54655060203734,0.0973,0.0071,0.0173,-0.0102,0.0244,0.1054,0.7174,0.1207,0.5967,0.5498,-1150.5589,0.1699,0.0843,-0.0856,10107.5543,10411.2657
"m79","BSLT_2","F",,10,0.1185,0.0877,0.1095,157.033333333333,137.833333333333,183.766666666667,225.9,3.22630203550883,2.28040778895442,2.7092348863264,1.72380386885752,17289.3354577334,10,8,89.2924,101,0.722772277227723,0.465753424657534,0.424657534246575,0.714285714285714,0,0.534653465346535,0.306930693069307,0.62962962962963,1,-0.227272727272727,2963.5364,378.5509,0.054054054054054,"NaN",4062,0.008333333333333,0,0,"NaN",4062,"NaN",0.3271,0.4217,0.2264,0.1953,0.6481,0.0279,0.4028,0.6056,-0.2028,0.3106,1366.7816,0.521,0.5565,0.0355,5200.9507,1149.3579
"m80","CTRL_2","F","BSLT_2",6,0.0608,0.0433,0.1937,200.3,286.333333333333,429.033333333333,419.866666666667,8.96190797388277,8.11337031283357,4.63160212397071,3.19701649744542,20239.3922591495,24,17,157.7566,454,0.649779735682819,0.061016949152542,0.31864406779661,0.534591194968553,0.220125786163522,0.226872246696035,0.284140969162996,0.174757281553398,0.728682170542636,-0.613128957014328,4426.774,1435.05,3.77358490566038,72.9620253164557,251,0.666666666666667,25,26,-0.019607843137255,3754,2.47667392154447,0.0704,0.0721,0.0626,0.0095,0.1347,0.0038,0.1006,0.2377,-0.1371,0.4114,-2514.7593,0.1473,0.2299,0.0826,12892.6639,5160.9904
"m81","CTRL_2","M","HPC_2",7,0.1293,0.0996,0.1509,262.366666666667,254.6,346.2,433.4,2.30088164035916,1.72493149342952,1.61495705123131,1.02947162206059,16437.8215866999,6,7,68.7601,171,0.380116959064327,0.184615384615385,0,0.415094339622642,0.10377358490566,0.327485380116959,0.064327485380117,0.214285714285714,0,1,4133.3869,2304.8964,3.90374331550802,63.625,379,0.608333333333333,27,0,1,2581,2.532951586028,0.0384,0.1179,0.1522,-0.0343,0.2701,0.0071,0.4375,0.0859,0.3516,0.3473,-633.3614,0.722,0.759,0.037,2653.7764,630.0558
"m82","CTRL_2","M","BG_2",2,0.0509,0.0515,0.1762,292.7,375.833333333333,374.966666666667,461.533333333333,8.87485669179266,6.47209878003698,2.99901361287795,3.84574090758798,17374.9370170086,17,12,132.4471,486,0.619341563786008,0.066445182724253,0.40531561461794,0.47027027027027,0.05945945945946,0.220164609053498,0.273662551440329,0.186915887850467,0.917293233082707,-0.661448389970727,3827.1654,1831.3164,1.51079136690647,70.6829268292683,18,0.35,29,0,1,1569,1.2575473935504,0.0388,0.0869,0.1087,-0.0218,0.1956,0.0351,0.3755,0.1749,0.2006,0.3178,-3290.1598,0.6059,0.6078,0.0019,5029.2726,3477.2987
"m83","CTRL_2","M","CTX_2",9,0.1614,0.0635,0.1175,228.466666666667,191.366666666667,152.666666666667,159.3,2.63094359270835,2.01114805203963,2.14135873428585,1.70747927937867,16736.5270199872,8,12,101.8171,298,0.506711409395973,0.139072847682119,0.278145695364238,0.503401360544218,0.095238095238095,0.318791946308725,0.187919463087248,0.221052631578947,0.75,-0.544715447154472,4696.7482,1759.1028,1.15702479338843,228.37037037037,1014,0.233333333333333,5,6,-0.090909090909091,3045,1.69674112458815,0.0622,0.1739,0.1351,0.0388,0.309,0.0217,0.2745,0.4485,-0.174,0.3203,-5716.4555,0.606,0.7063,0.1003,3667.4378,1541.3361
"m84","CTX_2","M",,8,0.1649,0.1213,0.0708,302.166666666667,261.766666666667,272.933333333333,195.866666666667,3.54559631929127,2.66855319900337,2.51268582585547,1.97524889401892,24121.1164620469,14,13,76.1615,214,0.700934579439252,0.18,0.22,0.40625,0.09375,0.247663551401869,0.182242990654206,0.509433962264151,0.846153846153846,-0.248394004282655,2422.8716,1916.612,0.689655172413793,365.294117647059,968,0.15,6,5,0.090909090909091,1939,0.971070281042128,0.0632,0.0651,0.0872,-0.0221,0.1523,0.0233,0.5053,0.5474,-0.0421,0.3598,-3678.1772,0.6039,0.7512,0.1473,4189.5106,1737.616
"m85","CTRL_2","F","CTX_2",10,0.1552,0.0487,0.1144,151.666666666667,187.566666666667,329.833333333333,255.133333333333,2.08997922031703,1.52873568922881,1.59797005707157,1.49553414998003,14061.536241868,11,9,105.1013,230,0.534782608695652,0.227642276422764,0.276422764227642,0.822429906542056,0.037383177570094,0.504347826086956,0.165217391304348,0.241379310344828,0.894736842105263,-0.575079872204473,3453.7856,896.9133,0.871369294605809,324.15,5,0.175,7,3,0.4,3176,0.624845392643494,0.3184,0.3794,0.3774,0.002,0.7568,0.0042,0.3701,0.473,-0.1029,0.2733,-2618.955,0.6193,0.7027,0.0834,4892.1489,372.0917
